Id	Prefecture	Category	Name	Address	Latitude	Longitude	ShopGroup	FullAddress
1172	北海道	モーリーファンタジー・PALO	モーリーファンタジー新さっぽろ	札幌市厚別区厚別中央2条5-6-2 duo22Fｹﾞｰﾑｺｰﾅｰ	43.038972	141.47249	1	北海道札幌市厚別区厚別中央2条5-6-2 duo22Fｹﾞｰﾑｺｰﾅｰ
1167	北海道	モーリーファンタジー・PALO	モーリーファンタジー上磯	北斗市七重浜4-44-1 ｲｵﾝ上磯店1F	41.82181	140.712267	1	北海道北斗市七重浜4-44-1 ｲｵﾝ上磯店1F
1148	北海道	モーリーファンタジー・PALO	モーリーファンタジー手稲山口	札幌市手稲区明日風6-1-1 ｲｵﾝSC手稲山口店1階	43.142097	141.233657	1	北海道札幌市手稲区明日風6-1-1 ｲｵﾝSC手稲山口店1階
1125	北海道	モーリーファンタジー・PALO	モーリーファンタジー三笠	三笠市岡山1059-1 ｲｵﾝSC三笠店1階	43.243933	141.805424	1	北海道三笠市岡山1059-1 ｲｵﾝSC三笠店1階
1122	北海道	モーリーファンタジー・PALO	モーリーファンタジー札幌麻生	札幌市北区北39 条西4-1-5ｲｵﾝ麻生店4F	43.10729	141.339721	1	北海道札幌市北区北39 条西4-1-5ｲｵﾝ麻生店4F
1121	北海道	モーリーファンタジー・PALO	モーリーファンタジー札幌平岡	札幌市清田区平岡3条5-3-1 ｲｵﾝ札幌平岡店2階	42.997065	141.458557	1	北海道札幌市清田区平岡3条5-3-1 ｲｵﾝ札幌平岡店2階
1120	北海道	モーリーファンタジー・PALO	モーリーファンタジー札幌苗穂	札幌市東区東苗穂2条3-1-1 ｲｵﾝ札幌苗穂店2階	43.079664	141.404	1	北海道札幌市東区東苗穂2条3-1-1 ｲｵﾝ札幌苗穂店2階
1119	北海道	モーリーファンタジー・PALO	モーリーファンタジー札幌発寒	札幌市西区発寒8条12-1-1 ｲｵﾝ札幌発寒店3階	43.096446	141.276422	1	北海道札幌市西区発寒8条12-1-1 ｲｵﾝ札幌発寒店3階
1118	北海道	モーリーファンタジー・PALO	モーリーファンタジー札幌元町	札幌市東区北31条東15-1-1 ｲｵﾝ札幌元町店3階	43.101834	141.368545	1	北海道札幌市東区北31条東15-1-1 ｲｵﾝ札幌元町店3階
1117	北海道	モーリーファンタジー・PALO	モーリーファンタジー札幌桑園	札幌市中央区北8条西14-28 ｲｵﾝ札幌桑園店2階	43.069468	141.332927	1	北海道札幌市中央区北8条西14-28 ｲｵﾝ札幌桑園店2階
1116	北海道	モーリーファンタジー・PALO	モーリーファンタジー札幌琴似	札幌市西区琴似2条4-2-2 ｲｵﾝ琴似店3F	43.076716	141.302831	1	北海道札幌市西区琴似2条4-2-2 ｲｵﾝ琴似店3F
1075	北海道	モーリーファンタジー・PALO	モーリーファンタジー釧路昭和	釧路市昭和中央4-18-1 ｲｵﾝ釧路昭和店2階	43.026634	144.359875	1	北海道釧路市昭和中央4-18-1 ｲｵﾝ釧路昭和店2階
1028	北海道	モーリーファンタジー・PALO	モーリーファンタジー旭川西	旭川市緑町23-2161-3 ｲｵﾝ旭川西店2階	43.79373	142.327005	1	北海道旭川市緑町23-2161-3 ｲｵﾝ旭川西店2階
1027	北海道	モーリーファンタジー・PALO	モーリーファンタジー旭川パルプ	旭川市ﾊﾟﾙﾌﾟ町1条2-505-2 ｼｮｯﾋﾟﾝｸﾞCﾊﾟﾙﾌﾟﾀｳﾝ内1F	43.775217	142.384722	1	北海道旭川市ﾊﾟﾙﾌﾟ町1条2-505-2 ｼｮｯﾋﾟﾝｸﾞCﾊﾟﾙﾌﾟﾀｳﾝ内1F
878	北海道	ビックカメラ	ビックカメラ札幌	札幌市中央区北五条西2-1 札幌ESTAJRﾀﾜｰ4F	43.067435	141.352881	1	北海道札幌市中央区北五条西2-1 札幌ESTAJRﾀﾜｰ4F
864	北海道	タイトー	ハロータイトー 釧路貝塚	釧路市貝塚3丁目2-28	42.996244	144.410466	1	北海道釧路市貝塚3丁目2-28
797	北海道	その他	トイザらス帯広音更	河東郡音更町木野大通西17-1ｽｰﾊﾟｰｵｰｹｰｾﾝﾀｰ音更店内	42.976585	143.207482	1	北海道河東郡音更町木野大通西17-1ｽｰﾊﾟｰｵｰｹｰｾﾝﾀｰ音更店内
752	北海道	タイトー	タイトーステーション 千歳	千歳市北栄2-12-5	42.833406	141.645094	1	北海道千歳市北栄2-12-5
738	北海道	タイトー	タイトーステーション 札幌狸小路2丁目	札幌市中央区南三条西2-14	43.057331	141.355471	1	北海道札幌市中央区南三条西2-14
710	北海道	タイトー	タイトーステーション イオンモール札幌平岡	札幌市清田区平岡3条5-3-1 ｲｵﾝﾓｰﾙ札幌平岡店2F	42.997065	141.458557	1	北海道札幌市清田区平岡3条5-3-1 ｲｵﾝﾓｰﾙ札幌平岡店2F
708	北海道	タイトー	タイトーステーション イオンモール釧路昭和	釧路市昭和中央4-18-1 ｲｵﾝﾓｰﾙ釧路昭和2F	43.026634	144.359875	1	北海道釧路市昭和中央4-18-1 ｲｵﾝﾓｰﾙ釧路昭和2F
637	北海道	その他	ソユーゲームフィールド旭川西	旭川市緑町二十三丁目2161番地3ｲｵﾝﾓｰﾙ旭川西3F	43.793996	142.325864	1	北海道旭川市緑町二十三丁目2161番地3ｲｵﾝﾓｰﾙ旭川西3F
635	北海道	その他	ソユーゲームフィールド 発寒	札幌市西区発寒8条12丁目1番1号ｲｵﾝﾓｰﾙ札幌発寒3F	43.096141	141.277211	2	北海道札幌市西区発寒8条12丁目1番1号ｲｵﾝﾓｰﾙ札幌発寒3F
621	北海道	その他	ソユーゲームフィールド 旭川駅前	旭川市宮下通7丁目2番5号ｲｵﾝﾓｰﾙ旭川駅前4F	43.764312	142.357948	2	北海道旭川市宮下通7丁目2番5号ｲｵﾝﾓｰﾙ旭川駅前4F
538	北海道	その他	スガイディノス帯広	帯広市白樺十六条西2丁目ﾄﾞﾘｰﾑﾀｳﾝ白樺内	42.9187	143.173275	1	北海道帯広市白樺十六条西2丁目ﾄﾞﾘｰﾑﾀｳﾝ白樺内
484	北海道	その他	キャッツアイ東苗穂	札幌市東区東苗穂6条2丁目1-25	43.092361	141.406969	1	北海道札幌市東区東苗穂6条2丁目1-25
481	北海道	その他	キャッツアイ新川	札幌市北区新川二条7丁目1-7	43.100749	141.310247	1	北海道札幌市北区新川二条7丁目1-7
480	北海道	その他	キャッツアイ新札幌	札幌市厚別区厚別東五条1-1-10	43.045646	141.474921	1	北海道札幌市厚別区厚別東五条1-1-10
479	北海道	その他	キャッツアイ篠路	札幌市北区篠路1条4丁目6-30	43.140638	141.357187	1	北海道札幌市北区篠路1条4丁目6-30
477	北海道	その他	キャッツアイ宮の沢	札幌市手稲区西宮の沢5条2丁目11-15	43.096417	141.257313	1	北海道札幌市手稲区西宮の沢5条2丁目11-15
472	北海道	その他	キッズパーク イオン帯広	帯広市西4条南20丁目 ｲｵﾝ帯広	42.908698	143.200317	1	北海道帯広市西4条南20丁目 ｲｵﾝ帯広
463	北海道	その他	おもちゃのヨシダ本店	旭川市本町3-437-238吉田ﾋﾞﾙ1F	43.781027	142.355981	1	北海道旭川市本町3-437-238吉田ﾋﾞﾙ1F
447	北海道	イトーヨーカドー	イトーヨーカドー北見	北見市光西町185	43.798189	143.870171	1	北海道北見市光西町185
446	北海道	イトーヨーカドー	イトーヨーカドー福住	札幌市豊平区福住二条1-2-5	43.019872	141.403494	1	北海道札幌市豊平区福住二条1-2-5
438	北海道	イトーヨーカドー	イトーヨーカドー屯田	札幌市北区屯田八条3-5-1	43.140249	141.340839	1	北海道札幌市北区屯田八条3-5-1
401	北海道	イトーヨーカドー	イトーヨーカドー琴似	札幌市西区琴似二条1-4-1	43.080723	141.306157	1	北海道札幌市西区琴似二条1-4-1
374	北海道	イトーヨーカドー	イトーヨーカドーアリオ札幌	札幌市東区北7条東9-2-20	43.069846	141.368544	1	北海道札幌市東区北7条東9-2-20
370	北海道	その他	イオン北見	北見市北進町1-1-1	43.808473	143.875571	1	北海道北見市北進町1-1-1
362	北海道	その他	イオン小樽	小樽市築港11-6	43.184392	141.021713	1	北海道小樽市築港11-6
233	北海道	その他	アドアーズ札幌北42条	札幌市東区北42条東7-1-1 嶋ﾋﾞﾙ2階	43.112038	141.355184	1	北海道札幌市東区北42条東7-1-1 嶋ﾋﾞﾙ2階
208	北海道	その他	SOYU Game Field苗穂	札幌市東区東苗穂2条三丁目1番1号ｲｵﾝﾓｰﾙ札幌苗穂2F	43.079664	141.404	1	北海道札幌市東区東苗穂2条三丁目1番1号ｲｵﾝﾓｰﾙ札幌苗穂2F
202	北海道	モーリーファンタジー・PALO	PALO網走	網走市駒場北5-83- 駒場ｼｮｯﾋﾟﾝｸﾞﾀｳﾝ	44.002114	144.284322	1	北海道網走市駒場北5-83- 駒場ｼｮｯﾋﾟﾝｸﾞﾀｳﾝ
198	北海道	モーリーファンタジー・PALO	PALO苫小牧	苫小牧市糸井135-1 ﾄﾗｲｱﾙG棟ﾄﾗｲｱﾙ苫小牧店	42.61289	141.524736	1	北海道苫小牧市糸井135-1 ﾄﾗｲｱﾙG棟ﾄﾗｲｱﾙ苫小牧店
195	北海道	モーリーファンタジー・PALO	PALO滝川	滝川市東町2-29-1 ｲｵﾝ滝川店1F	43.554168	141.930987	1	北海道滝川市東町2-29-1 ｲｵﾝ滝川店1F
184	北海道	モーリーファンタジー・PALO	PALO江別	江別市幸町35 ｲｵﾝ江別店3階	43.097224	141.53333	1	北海道江別市幸町35 ｲｵﾝ江別店3階
180	北海道	モーリーファンタジー・PALO	PALO釧路	釧路郡釧路町桂木1-1-7 ｲｵﾝ釧路店2階	43.009038	144.404606	1	北海道釧路郡釧路町桂木1-1-7 ｲｵﾝ釧路店2階
147	北海道	namco	namco札幌エスタ店	札幌市中央区北5条西2丁目1番地1ｴｽﾀ9階	43.06752	141.35365	2	北海道札幌市中央区北5条西2丁目1番地1ｴｽﾀ9階
132	北海道	namco	namcoラソラ札幌店	札幌市白石区東札幌3条1丁目1-1ﾗｿﾗ札幌店Aﾀｳﾝ2F	43.055341	141.384662	1	北海道札幌市白石区東札幌3条1丁目1-1ﾗｿﾗ札幌店Aﾀｳﾝ2F
94	北海道	namco	namcoサッポロファクトリー店	札幌市中央区北1条東4丁目1番地1ｻｯﾎﾟﾛﾌｧｸﾄﾘｰ1条館2F	43.064201	141.363354	1	北海道札幌市中央区北1条東4丁目1番地1ｻｯﾎﾟﾛﾌｧｸﾄﾘｰ1条館2F
84	北海道	namco	namcoウイングベイ小樽店	小樽市北海道小樽市築港11番5号ｳｲﾝｸﾞﾍﾞｲ小樽5番街3階	43.183854	141.023126	1	北海道小樽市北海道小樽市築港11番5号ｳｲﾝｸﾞﾍﾞｲ小樽5番街3階
44	北海道	namco	namcoアリオ札幌店	札幌市東区北七条東9丁目2番20ｱﾘｵ札幌ｽﾊﾟ･ﾚｼﾞｬｰ館2F	43.069846	141.368544	1	北海道札幌市東区北七条東9丁目2番20ｱﾘｵ札幌ｽﾊﾟ･ﾚｼﾞｬｰ館2F
27	北海道	その他	MAXIMHERO	札幌市北区北6条西6丁目鉄道高架下	43.067951	141.346007	1	北海道札幌市北区北6条西6丁目鉄道高架下
5	北海道	その他	BIG BANG室蘭	室蘭市中島本町2丁目8-1 BIGBANG室蘭	42.353633	141.014518	1	北海道室蘭市中島本町2丁目8-1 BIGBANG室蘭
1497	青森県	その他	セガ弘前	弘前市末広１－３－３	40.604113	140.499914	1	青森県弘前市末広１－３－３
1409	青森県	その他	ラウンドワン青森	青森市浜田3丁目1番1号	40.79952	140.747697	1	青森県青森市浜田3丁目1番1号
1331	青森県	モーリーファンタジー・PALO	モーリーファンタジー平賀	平川市小和森上松岡193-1 ｲｵﾝﾀｳﾝ平賀店1階	40.590274	140.566136	1	青森県平川市小和森上松岡193-1 ｲｵﾝﾀｳﾝ平賀店1階
1305	青森県	モーリーファンタジー・PALO	モーリーファンタジー八戸田向	八戸市大字田向字毘沙門平27-1 ｲｵﾝ1F	40.49256	141.511572	1	青森県八戸市大字田向字毘沙門平27-1 ｲｵﾝ1F
1281	青森県	モーリーファンタジー・PALO	モーリーファンタジー藤崎	南津軽郡藤崎町大字西豊田1-7-1 ｲｵﾝ藤崎店2階	40.657307	140.501687	1	青森県南津軽郡藤崎町大字西豊田1-7-1 ｲｵﾝ藤崎店2階
1256	青森県	モーリーファンタジー・PALO	モーリーファンタジー鶴田	北津軽郡鶴田町鶴田中泉245-1 鶴田ﾌｯﾄﾘﾊﾞｰﾓｰﾙ店1F	40.764379	140.441586	1	青森県北津軽郡鶴田町鶴田中泉245-1 鶴田ﾌｯﾄﾘﾊﾞｰﾓｰﾙ店1F
1153	青森県	モーリーファンタジー・PALO	モーリーファンタジー十和田	十和田市大字相坂字六日町山166-1 ｲｵﾝSC十和田店1階	40.603141	141.256951	1	青森県十和田市大字相坂字六日町山166-1 ｲｵﾝSC十和田店1階
1130	青森県	モーリーファンタジー・PALO	モーリーファンタジー三沢	三沢市松園町3-10-1 ﾋﾞｰﾄﾞﾙﾌﾟﾗｻﾞ三沢店1F	40.67502	141.362966	1	青森県三沢市松園町3-10-1 ﾋﾞｰﾄﾞﾙﾌﾟﾗｻﾞ三沢店1F
1051	青森県	モーリーファンタジー・PALO	モーリーファンタジー下田	上北郡おいらせ町中野平40-1 ｲｵﾝ下田店2階	40.60165	141.418424	1	青森県上北郡おいらせ町中野平40-1 ｲｵﾝ下田店2階
1002	青森県	モーリーファンタジー・PALO	モーリーファンタジーつがる柏	つがる市柏稲盛幾世41-1 ｲｵﾝつがる柏店1階	40.80297	140.416543	1	青森県つがる市柏稲盛幾世41-1 ｲｵﾝつがる柏店1階
907	青森県	その他	ファンタジードーム八戸	八戸市江陽2-14-1ﾗﾋﾟｱ八戸店別棟	40.5219	141.503367	1	青森県八戸市江陽2-14-1ﾗﾋﾟｱ八戸店別棟
863	青森県	タイトー	ハロータイトー むつ	むつ市小川町2-4-8 前田百貨店内4F	41.292761	141.207525	1	青森県むつ市小川町2-4-8 前田百貨店内4F
862	青森県	タイトー	ハロータイトー イオン七戸十和田駅前	上北郡七戸町字荒熊内67番地990 ｲｵﾝ七戸十和田駅前店内	40.718792	141.155371	1	青森県上北郡七戸町字荒熊内67番地990 ｲｵﾝ七戸十和田駅前店内
792	青森県	その他	トイザらス青森	青森市三好2-3-11ｶﾞｰﾗﾀｳﾝ	40.833394	140.701856	1	青森県青森市三好2-3-11ｶﾞｰﾗﾀｳﾝ
747	青森県	タイトー	タイトーステーション 青森ガーラモール	青森市三好2-3-19	40.833054	140.702433	1	青森県青森市三好2-3-19
746	青森県	タイトー	タイトーステーション 青森アムゼ	青森市緑3丁目9番地の2 ｻﾝﾛｰﾄﾞ青森ｱﾑｾﾞ内	40.806401	140.752776	1	青森県青森市緑3丁目9番地の2 ｻﾝﾛｰﾄﾞ青森ｱﾑｾﾞ内
693	青森県	その他	タイトーFステーション 八戸	八戸市三日町27	40.509242	141.490576	1	青森県八戸市三日町27
634	青森県	その他	ソユーゲームフィールド 八戸	八戸市沼館四丁目7番112号八戸ﾋﾟｱﾄﾞｩB棟2F	40.527732	141.497573	1	青森県八戸市沼館四丁目7番112号八戸ﾋﾟｱﾄﾞｩB棟2F
628	青森県	その他	ソユーゲームフィールド 青森	青森市浜田一丁目14番地1ｲﾄｰﾖｰｶﾄﾞｰ青森店2F	40.800876	140.749049	1	青森県青森市浜田一丁目14番地1ｲﾄｰﾖｰｶﾄﾞｰ青森店2F
541	青森県	その他	スペースファンタジーインフィニ	弘前市城東北三丁目10番地1さくら野百貨店弘前店4F	40.606733	140.496051	1	青森県弘前市城東北三丁目10番地1さくら野百貨店弘前店4F
502	青森県	その他	ゲームフィールド弘前樋の口	弘前市樋の口二丁目9-6ｲｵﾝﾀｳﾝ弘前樋の口店	40.602029	140.445187	1	青森県弘前市樋の口二丁目9-6ｲｵﾝﾀｳﾝ弘前樋の口店
442	青森県	イトーヨーカドー	イトーヨーカドー八戸沼館	八戸市沼館4-7-111	40.52813	141.497437	1	青森県八戸市沼館4-7-111
420	青森県	イトーヨーカドー	イトーヨーカドー青森	青森市浜田1-14-1	40.800958	140.749094	1	青森県青森市浜田1-14-1
403	青森県	イトーヨーカドー	イトーヨーカドー弘前	弘前市大字駅前3-2-1	40.599694	140.481044	1	青森県弘前市大字駅前3-2-1
185	青森県	モーリーファンタジー・PALO	PALO黒石	黒石市富士見103-3 ｱｸﾛｽﾌﾟﾗｻﾞ黒石	40.665959	140.600804	1	青森県黒石市富士見103-3 ｱｸﾛｽﾌﾟﾗｻﾞ黒石
183	青森県	モーリーファンタジー・PALO	PALO五所川原	五所川原市唐笠柳字藤巻641-1 ｱｸﾛｽﾌﾟﾗｻﾞ五所川原	40.800881	140.461454	1	青森県五所川原市唐笠柳字藤巻641-1 ｱｸﾛｽﾌﾟﾗｻﾞ五所川原
175	青森県	モーリーファンタジー・PALO	PALOむつ	むつ市中央2-7-8 1F	41.292799	141.183468	1	青森県むつ市中央2-7-8 1F
86	青森県	namco	namcoエルムの街ショッピングセンター	五所川原市大字唐笠柳字藤巻517-1ｴﾙﾑの街SC本棟2階	40.798609	140.454247	1	青森県五所川原市大字唐笠柳字藤巻517-1ｴﾙﾑの街SC本棟2階
1206	岩手県	モーリーファンタジー・PALO	モーリーファンタジー前沢	奥州市前沢区向田2-85 ｲｵﾝ前沢店2階	39.052365	141.129548	1	岩手県奥州市前沢区向田2-85 ｲｵﾝ前沢店2階
1192	岩手県	モーリーファンタジー・PALO	モーリーファンタジー盛岡渋民	盛岡市玉山区渋民字鶴飼20-1 ｲｵﾝSC盛岡渋民店1階	39.849607	141.171216	1	岩手県盛岡市玉山区渋民字鶴飼20-1 ｲｵﾝSC盛岡渋民店1階
1191	岩手県	モーリーファンタジー・PALO	モーリーファンタジー盛岡	盛岡市前潟4-7-1 ｲｵﾝ盛岡店2階	39.711665	141.100021	1	岩手県盛岡市前潟4-7-1 ｲｵﾝ盛岡店2階
1043	岩手県	モーリーファンタジー・PALO	モーリーファンタジー遠野	遠野市新穀町1-11 遠野SCとぴあ2階	39.331111	141.531925	1	岩手県遠野市新穀町1-11 遠野SCとぴあ2階
1035	岩手県	モーリーファンタジー・PALO	モーリーファンタジー一関	一関市山目字泥田89-1 ｲｵﾝ一関店2階	38.936962	141.112946	1	岩手県一関市山目字泥田89-1 ｲｵﾝ一関店2階
1000	岩手県	モーリーファンタジー・PALO	モーリーファンタジースーパーセンター一関	一関市狐禅寺字石ﾉ瀬11-1 ｲｵﾝSC一関店1階	38.939526	141.153807	1	岩手県一関市狐禅寺字石ﾉ瀬11-1 ｲｵﾝSC一関店1階
998	岩手県	モーリーファンタジー・PALO	モーリーファンタジーサンサ盛岡南	盛岡市津志田西2-17-50 盛岡南ｼｮｯﾋﾟﾝｸﾞCｻﾝｻ店1F	39.661906	141.148934	1	岩手県盛岡市津志田西2-17-50 盛岡南ｼｮｯﾋﾟﾝｸﾞCｻﾝｻ店1F
986	岩手県	モーリーファンタジー・PALO	モーリーファンタジーイオン盛岡南	盛岡市本宮7-1-1 ｲｵﾝ盛岡南店3階	39.683176	141.127384	1	岩手県盛岡市本宮7-1-1 ｲｵﾝ盛岡南店3階
807	岩手県	その他	トイザらス北上	北上市有田町10-3	39.293729	141.104667	1	岩手県北上市有田町10-3
745	岩手県	タイトー	タイトーステーション 盛岡マッハランド	盛岡市上堂1-2-38 ﾏｯﾊﾗﾝﾄﾞ内	39.723894	141.127091	1	岩手県盛岡市上堂1-2-38 ﾏｯﾊﾗﾝﾄﾞ内
689	岩手県	その他	タイトーFステーション 盛岡南	盛岡市津志田町2-1-77	39.666643	141.157173	1	岩手県盛岡市津志田町2-1-77
645	岩手県	その他	ソユーファミリーゲームフィールド 花巻	花巻市高木第16地割68番地6銀河ﾓｰﾙ花巻内	39.386142	141.136994	1	岩手県花巻市高木第16地割68番地6銀河ﾓｰﾙ花巻内
627	岩手県	その他	ソユーゲームフィールド 盛岡南	盛岡市本宮七丁目1番1号ｲｵﾝﾓｰﾙ盛岡南1F	39.683472	141.128516	1	岩手県盛岡市本宮七丁目1番1号ｲｵﾝﾓｰﾙ盛岡南1F
598	岩手県	その他	セガ水沢	奥州市水沢区佐倉河字鐙田4-1	39.15262	141.149429	1	岩手県奥州市水沢区佐倉河字鐙田4-1
506	岩手県	その他	ゲームランド盛岡	盛岡市前潟4丁目7番1号 ｲｵﾝﾓｰﾙ盛岡2F	39.711273	141.09932	1	岩手県盛岡市前潟4丁目7番1号 ｲｵﾝﾓｰﾙ盛岡2F
397	岩手県	イトーヨーカドー	イトーヨーカドー花巻	花巻市下小舟渡118-1	39.393513	141.117825	1	岩手県花巻市下小舟渡118-1
358	岩手県	その他	イオン江釣子	北上市北鬼柳19-68	39.296045	141.095426	1	岩手県北上市北鬼柳19-68
342	岩手県	その他	アミューズメントゾーン 北上	北上市本通り二丁目2-1さくら野百貨店北上店4F	39.288607	141.115966	1	岩手県北上市本通り二丁目2-1さくら野百貨店北上店4F
177	岩手県	モーリーファンタジー・PALO	PALO久慈	久慈市長内町第30 地割32-2久慈ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ1F	40.190583	141.784651	1	岩手県久慈市長内町第30 地割32-2久慈ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ1F
1579	宮城県	その他	LIFE SELECT仙台アスト長町	仙台市太白区あすと長町3丁目1-2	38.221356	140.8851	1	宮城県仙台市太白区あすと長町3丁目1-2
1390	宮城県	ヨドバシカメラ	ヨドバシカメラ仙台	仙台市宮城野区榴岡1-3-12F玩具売り場	38.258969	140.8827	1	宮城県仙台市宮城野区榴岡1-3-12F玩具売り場
1358	宮城県	モーリーファンタジー・PALO	モーリーファンタジー利府	宮城郡利府町字新屋田前22 ｲｵﾝ利府店2階	38.326962	140.971984	2	宮城県宮城郡利府町字新屋田前22 ｲｵﾝ利府店2階
1354	宮城県	モーリーファンタジー・PALO	モーリーファンタジー涌谷	遠田郡涌谷町字洞ヶ崎5 ｲｵﾝSC涌谷店1階	38.537005	141.147617	1	宮城県遠田郡涌谷町字洞ヶ崎5 ｲｵﾝSC涌谷店1階
1321	宮城県	モーリーファンタジー・PALO	モーリーファンタジー富谷	富谷市大清水1ｰ33-1 ｲｵﾝ富谷店1階	38.364777	140.87525	1	宮城県富谷市大清水1ｰ33-1 ｲｵﾝ富谷店1階
1213	宮城県	モーリーファンタジー・PALO	モーリーファンタジー多賀城	多賀城市町前4-1-1 ｲｵﾝ多賀城店3F	38.282245	141.005273	1	宮城県多賀城市町前4-1-1 ｲｵﾝ多賀城店3F
1200	宮城県	モーリーファンタジー・PALO	モーリーファンタジー仙台中山	仙台市泉区南中山1-35-40 ｲｵﾝ仙台中山店3階	38.297895	140.82718	1	宮城県仙台市泉区南中山1-35-40 ｲｵﾝ仙台中山店3階
1199	宮城県	モーリーファンタジー・PALO	モーリーファンタジー仙台卸町	仙台市若林区卸町1-1 ｲｵﾝｽﾀｲﾙ仙台卸町3F	38.252256	140.91885	1	宮城県仙台市若林区卸町1-1 ｲｵﾝｽﾀｲﾙ仙台卸町3F
1196	宮城県	モーリーファンタジー・PALO	モーリーファンタジー石巻東	石巻市流留字七勺1-1 ｲｵﾝSC石巻東店1階	38.427602	141.375184	1	宮城県石巻市流留字七勺1-1 ｲｵﾝSC石巻東店1階
1195	宮城県	モーリーファンタジー・PALO	モーリーファンタジー石巻	石巻市茜平四-104 ｲｵﾝ石巻店2階	38.44766	141.26558	1	宮城県石巻市茜平四-104 ｲｵﾝ石巻店2階
1180	宮城県	モーリーファンタジー・PALO	モーリーファンタジー新名取	名取市杜せきのした5-3-の1 ｲｵﾝ新名取店3階	38.163759	140.895599	2	宮城県名取市杜せきのした5-3-の1 ｲｵﾝ新名取店3階
1085	宮城県	モーリーファンタジー・PALO	モーリーファンタジー古川	大崎市古川旭二-2-1 ｲｵﾝ古川店2階	38.56694	140.972722	1	宮城県大崎市古川旭二-2-1 ｲｵﾝ古川店2階
1078	宮城県	モーリーファンタジー・PALO	モーリーファンタジー栗原志波姫	栗原市志波姫新熊谷11 ｲｵﾝSC栗原志波姫店1階	38.748725	141.068978	1	宮城県栗原市志波姫新熊谷11 ｲｵﾝSC栗原志波姫店1階
1063	宮城県	モーリーファンタジー・PALO	モーリーファンタジー気仙沼	気仙沼市字赤岩舘下6-1外 ｲｵﾝ気仙沼店2階	38.889022	141.572962	1	宮城県気仙沼市字赤岩舘下6-1外 ｲｵﾝ気仙沼店2階
1053	宮城県	モーリーファンタジー・PALO	モーリーファンタジー鈎取	仙台市太白区鈎取本町1-21-1 ｲｵﾝｽｰﾊﾟｰｾﾝﾀｰ1F	38.21976	140.837661	1	宮城県仙台市太白区鈎取本町1-21-1 ｲｵﾝｽｰﾊﾟｰｾﾝﾀｰ1F
1044	宮城県	モーリーファンタジー・PALO	モーリーファンタジー塩釜	塩竈市海岸通15-100 ﾏｯｸｽﾊﾞﾘｭ塩釜店2階	38.318694	141.024679	1	宮城県塩竈市海岸通15-100 ﾏｯｸｽﾊﾞﾘｭ塩釜店2階
956	宮城県	その他	プレビプレイランド大和吉岡	黒川郡大和町吉岡東1-2-1 ﾖｰｸﾍﾞﾆﾏﾙ大和吉岡店ﾌﾟﾚﾋﾞﾌﾟﾚｲﾗﾝﾄﾞ	38.436703	140.893293	1	宮城県黒川郡大和町吉岡東1-2-1 ﾖｰｸﾍﾞﾆﾏﾙ大和吉岡店ﾌﾟﾚﾋﾞﾌﾟﾚｲﾗﾝﾄﾞ
